ppg,ecg,resp,sbp,dbp,spo2,hr_ecg,hr_ppg,hrv_sdnn_ecg,rr
1.486454380234810,-0.3147888755065480,-0.6346851574038290,124,87,96.80,86.96427621760570,86.78595850264280,37.77929225837940,8.454117435714330
1.366434365096650,-0.3041982841180550,-0.6439885226091290,124,87,96.79,86.96427621760570,86.78595850264280,37.77929225837940,8.454117435714330
1.0105969540127200,-0.2669046044917900,-0.6517854044437700,124,87,96.79,86.96427621760570,86.78595850264280,37.77929225837940,8.454117435714330
0.8001670737400820,-0.341709936898197,-0.6550118955030970,124,87,96.78,86.96427621760570,86.78595850264280,37.77929225837940,8.454117435714330
0.8235670642727980,-0.3670194105132470,-0.6605203060975660,124,87,96.79,86.96427621760570,86.78595850264280,37.77929225837940,8.454117435714330
0.8300311560071310,-0.4180147097767080,-0.6562853446623230,124,87,96.79,86.96427621760570,86.78595850264280,37.77929225837940,8.454117435714330
0.720131057784756,-0.506584666741424,-0.658191055494794,124,87,96.80,86.96427621760570,86.78595850264280,37.77929225837940,8.454117435714330
0.4909626161825060,-0.5372941954962460,-0.6564437055016090,124,87,96.80,86.96427621760570,86.78595850264280,37.77929225837940,8.454117435714330
0.23490522636412300,-0.5719627339740420,-0.6552152051943380,124,87,96.80,86.96427621760570,86.78595850264280,37.77929225837940,8.454117435714330
0.01692938945231220,-0.33979137080749600,-0.6583641202049280,124,87,96.81,86.96427621760570,86.78595850264280,37.77929225837940,8.454117435714330
-0.17197138667454400,-0.06386507848781840,-0.660777854138463,124,87,96.81,86.96427621760570,86.78595850264280,37.77929225837940,8.454117435714330
-0.34777475663221800,-0.5970167563380110,-0.6658640153196080,124,87,96.82,86.96427621760570,86.78595850264280,37.77929225837940,8.454117435714330
-0.5313606947967030,-0.7164874262412790,-0.6848201012668340,124,87,96.82,86.96427621760570,86.78595850264280,37.77929225837940,8.454117435714330
-0.6884456903296460,2.3206823996818800,-0.7027517527586070,124,87,96.82,86.96427621760570,86.78595850264280,37.77929225837940,8.454117435714330
-0.8523167894263940,-2.5243763120301200,-0.7150069886696350,124,87,96.82,85.01313342323360,86.78595850264280,46.84500753180670,8.454117435714330
-1.030952188987420,-0.21720897984460000,-0.7248598146585530,124,87,96.83,85.01313342323360,86.78595850264280,46.84500753180670,8.454117435714330
-1.1986975483294300,0.09192353377363450,-0.7426690139281660,124,87,96.83,85.01313342323360,86.78595850264280,46.84500753180670,8.454117435714330
-1.4109666281641200,0.44663341294648200,-0.7567864640974400,124,87,96.83,85.01313342323360,86.78595850264280,46.84500753180670,8.454117435714330
-1.671178464787950,0.8640427491256910,-0.7698792647366820,124,87,96.84,85.01313342323360,86.78595850264280,46.84500753180670,8.454117435714330
-1.732483241808930,1.4461839976286300,-0.77977888808984,124,87,96.84,85.01313342323360,86.78595850264280,46.84500753180670,8.454117435714330
-0.9052286655331180,1.9688862658306200,-0.7918562745627920,124,87,96.83,85.01313342323360,86.78595850264280,46.84500753180670,8.454117435714330
0.3506920035313180,1.520773313333470,-0.8045191389173080,124,87,96.80,85.01313342323360,86.78595850264280,46.84500753180670,8.454117435714330
1.0426590893186800,0.5066067550015220,-0.8130437966242830,124,87,96.80,85.01313342323360,86.78595850264280,46.84500753180670,8.454117435714330
1.3337871797934700,-0.04649617312765510,-0.831073266899512,124,87,96.80,85.01313342323360,84.86973246950950,46.84500753180670,8.454117435714330
1.3982743249521800,-0.198099266208648,-0.8412373292653520,124,87,96.81,85.01313342323360,84.86973246950950,46.84500753180670,8.454117435714330
1.359249249372410,-0.1417178140856330,-0.8525048503002400,124,87,96.82,85.01313342323360,84.86973246950950,46.84500753180670,8.454117435714330
1.0644818250084200,-0.07950146870350860,-0.8625239712157880,124,87,96.82,85.01313342323360,84.86973246950950,46.84500753180670,8.454117435714330
0.8241633125984230,-0.11304705984544900,-0.872133727550707,124,87,96.82,85.01313342323360,84.86973246950950,46.84500753180670,8.454117435714330
0.8066369281011360,-0.2374202639101910,-0.87882550760184,124,87,96.82,85.01313342323360,84.86973246950950,46.84500753180670,8.454117435714330
0.8626090049610490,-0.2519092380068100,-0.8791810588177470,124,87,96.82,85.01313342323360,84.86973246950950,46.84500753180670,8.454117435714330
0.8205301178502820,-0.3885256675343080,-0.88478866845223,124,87,96.82,85.01313342323360,84.86973246950950,46.84500753180670,8.454117435714330
0.6058245883474380,-0.36932723771425000,-0.8885743709751740,124,87,96.83,85.01313342323360,84.86973246950950,46.84500753180670,8.454117435714330
0.37175694190550100,-0.4643489311291980,-0.8886643859143330,124,87,96.83,85.01313342323360,84.86973246950950,46.84500753180670,8.454117435714330
0.13833283178436400,-0.38228120052758600,-0.8951303019895450,124,87,96.83,85.01313342323360,84.86973246950950,46.84500753180670,8.454117435714330
-0.0553367344511735,-0.0933563471083165,-0.9002864985340310,124,87,96.83,85.01313342323360,84.86973246950950,46.84500753180670,8.454117435714330
-0.2225861521710920,-0.5403582905352690,-0.9060774054597140,124,87,96.84,85.01313342323360,84.86973246950950,46.84500753180670,8.454117435714330
-0.4129654264917290,-0.6568983567330170,-0.9197765454879300,124,87,96.84,85.01313342323360,84.86973246950950,46.84500753180670,8.454117435714330
-0.5948505618605540,0.985016497513611,-0.932071722576398,124,87,96.84,85.01313342323360,84.86973246950950,46.84500753180670,8.454117435714330
-0.7682718923035330,-4.843746136137200,-0.9460617685250700,124,87,96.85,83.07899285837960,84.86973246950950,53.89402915836420,8.454117435714330
-0.9313862249581810,-0.3119808545278260,-0.9588586655356930,124,87,96.85,83.07899285837960,84.86973246950950,53.89402915836420,8.454117435714330
-1.0939663977609600,0.13540013813082200,-0.97372980051441,124,87,96.83,83.07899285837960,84.86973246950950,53.89402915836420,8.454117435714330
-1.2878071251460900,0.34192243849018600,-0.9860264132147760,124,87,96.81,83.07899285837960,84.86973246950950,53.89402915836420,8.454117435714330
-1.511285876853330,0.695627068180931,-1.0031514624745000,124,87,96.81,83.07899285837960,84.86973246950950,53.89402915836420,8.454117435714330
-1.7066341643396900,1.2530589286639600,-1.021683622306980,124,87,96.81,83.07899285837960,84.86973246950950,53.89402915836420,8.454117435714330
-1.4139133552171300,1.9052784744517400,-1.0399953943291200,124,87,96.81,83.07899285837960,84.86973246950950,53.89402915836420,8.454117435714330
-0.2267970822489590,1.9421198635306700,-1.0540518363181500,124,87,96.80,83.07899285837960,84.86973246950950,53.89402915836420,8.454117435714330
0.7932495796496550,0.7697386648357070,-1.071761365085640,124,87,96.81,83.07899285837960,84.86973246950950,53.89402915836420,8.454117435714330
1.2299886528284000,-0.06188954055558700,-1.0894947324938800,124,87,96.81,83.07899285837960,84.86973246950950,53.89402915836420,8.454117435714330
1.3207033063179400,-0.251317895833272,-1.1050735864797800,124,87,96.82,83.07899285837960,83.02920751727560,53.89402915836420,8.454117435714330
1.3345997992736600,-0.20992236739756000,-1.114641057012270,124,87,96.82,83.07899285837960,83.02920751727560,53.89402915836420,8.454117435714330
1.1545197232381100,-0.2747225423764300,-1.1239488254473900,124,87,96.82,83.07899285837960,83.02920751727560,53.89402915836420,8.454117435714330
0.8497284869484190,-0.1950597474525510,-1.1269034326619900,124,87,96.82,83.07899285837960,83.02920751727560,53.89402915836420,8.454117435714330
0.7428136605858370,-0.28022249123157500,-1.1310765124509200,124,87,96.82,83.07899285837960,83.02920751727560,53.89402915836420,8.454117435714330
0.7901897325253670,-0.3828560503506910,-1.1300571394998900,124,87,96.82,83.07899285837960,83.02920751727560,53.89402915836420,8.454117435714330
0.8152591236132880,-0.4551546234496660,-1.1172803898108400,124,87,96.82,83.07899285837960,83.02920751727560,53.89402915836420,8.454117435714330
0.6842661304375390,-0.4132163243555820,-1.1103351160007900,124,87,96.82,83.07899285837960,83.02920751727560,53.89402915836420,8.454117435714330
0.45534424500838200,-0.5087708830880080,-1.0984387820293000,124,87,96.82,83.07899285837960,83.02920751727560,53.89402915836420,8.454117435714330
0.2161732303606210,-0.5462244329635380,-1.0840591942603200,124,87,96.83,83.07899285837960,83.02920751727560,53.89402915836420,8.454117435714330
0.03538898872291570,-0.33305831190978800,-1.071123172874730,124,87,96.83,83.07899285837960,83.02920751727560,53.89402915836420,8.454117435714330
-0.1458864860177030,-0.12542047408477100,-1.0622459617675700,124,87,96.83,83.07899285837960,83.02920751727560,53.89402915836420,8.454117435714330
-0.32989501254330000,-0.736237388281495,-1.0500950994914200,124,87,96.82,83.07899285837960,83.02920751727560,53.89402915836420,8.454117435714330
-0.48641316059238000,-0.8156126142421410,-1.030646686261410,124,87,96.81,83.07899285837960,83.02920751727560,53.89402915836420,8.454117435714330
-0.6491575067362300,2.360950943455020,-1.0123649394862800,124,87,96.80,83.07899285837960,83.02920751727560,53.89402915836420,8.454117435714330
-0.8232310939999820,-2.3712178400813100,-0.9921318134061510,124,87,96.79,81.22631178370510,83.02920751727560,60.33776047006670,8.454117435714330
-0.9718975732822940,-0.24900584918792500,-0.9610823318260250,124,87,96.79,81.22631178370510,83.02920751727560,60.33776047006670,8.454117435714330
-1.1607356113414200,0.06303582501219510,-0.9381732395829180,124,87,96.79,81.22631178370510,83.02920751727560,60.33776047006670,8.454117435714330
-1.3512591835702500,0.306885069944578,-0.9119765233392990,124,87,96.79,81.22631178370510,83.02920751727560,60.33776047006670,8.454117435714330
-1.5957696656320500,0.8087701665453650,-0.8861766068371250,124,87,96.79,81.22631178370510,83.02920751727560,60.33776047006670,8.454117435714330
-1.7458144805012300,1.4719551171872100,-0.8580687765331380,124,87,96.79,81.22631178370510,83.02920751727560,60.33776047006670,8.454117435714330
-1.1321488278095300,1.926918707561790,-0.8292773203553360,124,87,96.78,81.22631178370510,83.02920751727560,60.33776047006670,8.454117435714330
0.11684512327991200,1.5348211900732000,-0.796345056802827,124,87,96.78,81.22631178370510,83.02920751727560,60.33776047006670,8.454117435714330
0.9767023500342290,0.35122503488102600,-0.7593332664222720,124,87,96.78,81.22631178370510,83.02920751727560,60.33776047006670,8.454117435714330
1.2375081777540300,-0.1452504816545790,-0.7265240214114830,124,87,96.79,81.22631178370510,81.09363765281300,60.33776047006670,8.454117435714330
1.2667659386168000,-0.3229188414136190,-0.6826115445273860,124,87,96.79,81.22631178370510,81.09363765281300,60.33776047006670,8.454117435714330
1.195449798432560,-0.2220012205371800,-0.6384526575927060,124,87,96.79,81.22631178370510,81.09363765281300,60.33776047006670,8.454117435714330
0.911142459519294,-0.2658563367977860,-0.5963706771205700,124,87,96.78,81.22631178370510,81.09363765281300,60.33776047006670,8.454117435714330
0.6923298746643580,-0.20815965756102200,-0.5496175546619660,124,87,96.78,81.22631178370510,81.09363765281300,60.33776047006670,8.454117435714330
0.6996691397738530,-0.3825174823855780,-0.49631946341886800,124,87,96.78,81.22631178370510,81.09363765281300,60.33776047006670,8.454117435714330
0.7991098322728390,-0.3046870311332820,-0.43107995409027100,124,87,96.78,81.22631178370510,81.09363765281300,60.33776047006670,8.454117435714330
0.7866841848948600,-0.37518835563110200,-0.37028840586613600,124,87,96.79,81.22631178370510,81.09363765281300,60.33776047006670,8.454117435714330
0.6161345136670790,-0.4109193016720410,-0.3032230893445930,124,87,96.79,81.22631178370510,81.09363765281300,60.33776047006670,8.454117435714330
0.3945791850506280,-0.4398480621841500,-0.23603385157009200,124,87,96.78,81.22631178370510,81.09363765281300,60.33776047006670,8.454117435714330
0.1915631960435870,-0.25868498974113900,-0.17693255754901600,124,87,96.76,81.22631178370510,81.09363765281300,60.33776047006670,8.454117435714330
0.007136800623655230,0.030327370391715700,-0.10831200678469100,124,87,96.76,81.22631178370510,81.09363765281300,60.33776047006670,8.454117435714330
-0.1482044918733250,-0.48104574292339000,-0.04191619620542740,124,87,96.75,81.22631178370510,81.09363765281300,60.33776047006670,8.454117435714330
-0.30005270624084900,-0.5833715054752820,0.02799258115709600,124,87,96.75,81.22631178370510,81.09363765281300,60.33776047006670,8.454117435714330
-0.4661392281843190,1.7952566697419400,0.10127398921568500,124,87,96.75,81.22631178370510,81.09363765281300,60.33776047006670,8.454117435714330
-0.6393432959442720,-3.8986317089248200,0.17559951745604700,124,87,96.74,79.71868207148250,81.09363765281300,63.68470093432710,8.454117435714330
-0.7870029675473500,-0.11912767051320500,0.2558724474294790,124,87,96.74,79.71868207148250,81.09363765281300,63.68470093432710,8.454117435714330
-0.9535546245043060,0.13487053425008300,0.340297064863126,124,87,96.74,79.71868207148250,81.09363765281300,63.68470093432710,8.454117435714330
-1.1251518941337200,0.3671197219388700,0.42088882246003200,124,87,96.73,79.71868207148250,81.09363765281300,63.68470093432710,8.454117435714330
-1.3500889703438000,0.7890359641511330,0.49760439646116600,124,87,96.73,79.71868207148250,81.09363765281300,63.68470093432710,8.454117435714330
-1.5533293469065500,1.3714593823858000,0.5794232750295480,124,87,96.73,79.71868207148250,81.09363765281300,63.68470093432710,8.454117435714330
-1.395880273859770,1.948412506657300,0.6661067839978610,124,87,96.72,79.71868207148250,81.09363765281300,63.68470093432710,8.454117435714330
-0.3106429401680980,1.7837038999209000,0.7543255889321790,124,87,96.71,79.71868207148250,81.09363765281300,63.68470093432710,8.454117435714330
0.7564787491320720,0.5658266549662030,0.8476782616684060,124,87,96.71,79.71868207148250,81.09363765281300,63.68470093432710,8.454117435714330
1.2143210839666000,-0.18989923546110100,0.9362176588618790,124,87,96.72,79.71868207148250,80.6039973377614,63.68470093432710,8.454117435714330
1.243765355424480,-0.2999384945889860,1.0299686704702100,124,87,96.72,79.71868207148250,79.44113479436500,63.68470093432710,8.454117435714330
1.1342611457320300,-0.2311230526084560,1.118534249467820,124,87,96.72,79.71868207148250,79.44113479436500,63.68470093432710,8.454117435714330
0.8727509504948,-0.20126732112636900,1.2111349105551100,124,87,96.72,79.71868207148250,79.44113479436500,63.68470093432710,8.454117435714330
0.593632319244303,-0.3401652306358910,1.304503173664530,124,87,96.73,79.71868207148250,79.44113479436500,63.68470093432710,8.454117435714330
0.523453141842517,-0.4633304209285400,1.3964068614073100,124,87,96.75,79.71868207148250,79.44113479436500,63.68470093432710,8.454117435714330
0.6306730877018770,-0.6146292226177750,1.4976114850051000,124,87,96.77,79.71868207148250,79.44113479436500,63.68470093432710,8.454117435714330
0.6906044720419480,-0.5643154331397990,1.5934161746170100,124,87,96.76,79.71868207148250,79.44113479436500,63.68470093432710,8.454117435714330
0.5902165469801260,-0.617814951489947,1.685560465225140,124,87,96.75,79.71868207148250,79.44113479436500,63.68470093432710,8.454117435714330
0.37707247662052500,-0.610223739354796,1.7713504694645400,124,87,96.74,79.71868207148250,79.44113479436500,63.68470093432710,8.314043542851530
0.09521136118033430,-0.2692504616671650,1.8472510216293700,124,87,96.74,79.71868207148250,79.44113479436500,63.68470093432710,8.314043542851530
-0.1146927425000770,-0.2769490132203300,1.9097897094815000,124,87,96.74,79.71868207148250,79.44113479436500,63.68470093432710,8.314043542851530
-0.3035962876768180,-0.6891392525796470,1.9719454328005000,124,87,96.73,79.71868207148250,79.44113479436500,63.68470093432710,8.314043542851530
-0.4862880316316920,-0.5795640264838600,2.0315750972490800,124,87,96.73,79.71868207148250,79.44113479436500,63.68470093432710,8.314043542851530
-0.6476051797443930,0.41683147668903400,2.0865508975954700,124,87,96.72,78.3786560690136,79.44113479436500,65.44959743936100,8.314043542851530
-0.7962546523357500,-1.0963478033340900,2.1319089228486200,124,87,96.72,78.3786560690136,79.44113479436500,65.44959743936100,8.314043542851530
-0.9743679623173490,-0.1270789274267690,2.176874950203320,124,87,96.72,78.3786560690136,79.44113479436500,65.44959743936100,8.314043542851530
-1.1469298692466700,0.1046163101353780,2.211002091659060,124,87,96.72,78.3786560690136,79.44113479436500,65.44959743936100,8.314043542851530
-1.3843776951828000,0.42471388261320400,2.2378447373170300,124,87,96.71,78.3786560690136,79.44113479436500,65.44959743936100,8.314043542851530
-1.5910416303882800,0.7919280512817860,2.263102854629060,124,87,96.71,78.3786560690136,79.44113479436500,65.44959743936100,8.314043542851530
-1.6817633862885100,1.4779953738289000,2.283333421431450,124,87,96.71,78.3786560690136,79.44113479436500,65.44959743936100,8.314043542851530
-0.8493397930474390,1.7602114850030100,2.296818163825890,124,87,96.69,78.3786560690136,79.44113479436500,65.44959743936100,8.314043542851530
0.41634993569502,1.025154381798930,2.3086539389556300,124,87,96.70,78.3786560690136,79.44113479436500,65.44959743936100,8.314043542851530
1.1626144004274100,0.10131309334715000,2.319126975684900,124,87,96.70,78.3786560690136,79.44113479436500,65.44959743936100,8.314043542851530
1.3428088374829000,-0.2208848760120060,2.3170057551299100,124,87,96.70,78.3786560690136,78.25325674136510,65.44959743936100,8.314043542851530
1.2854603725452000,-0.34682735258914400,2.3152528447919800,124,87,96.70,78.3786560690136,78.25325674136510,65.44959743936100,8.314043542851530
1.1872685171216900,-0.29023025107510900,2.31092642251225,124,87,96.70,78.3786560690136,78.25325674136510,65.44959743936100,8.314043542851530
0.8701574272144370,-0.20764890288399900,2.3078139008501500,124,87,96.72,78.3786560690136,78.25325674136510,65.44959743936100,8.314043542851530
0.6487683723669330,-0.3211308825337110,2.3045221927604300,124,87,96.76,78.3786560690136,78.25325674136510,65.44959743936100,8.314043542851530
0.6357917526628880,-0.38761543532783400,2.3110262162647400,124,87,96.78,78.3786560690136,78.25325674136510,65.44959743936100,8.314043542851530
0.6963642629282430,-0.5248138549576140,2.312328749737420,124,87,96.77,78.3786560690136,78.25325674136510,65.44959743936100,8.314043542851530
0.6796443348966170,-0.5464302909186490,2.3118350536416000,124,87,96.76,78.3786560690136,78.25325674136510,65.44959743936100,8.314043542851530
0.4855053306575280,-0.5013194325894660,2.3109542323671800,124,87,96.76,78.3786560690136,78.25325674136510,65.44959743936100,8.314043542851530
0.21797133972257100,-0.2050174375147030,2.308623529176580,124,87,96.75,78.3786560690136,78.25325674136510,65.44959743936100,8.314043542851530
-0.08247210187599870,-0.23045580086322800,2.2936455778289000,124,87,96.75,78.3786560690136,78.25325674136510,65.44959743936100,8.314043542851530
-0.311673513273701,-0.633397584473056,2.2781342744869900,124,87,96.74,78.3786560690136,78.25325674136510,65.44959743936100,8.314043542851530
-0.5277483223137700,-0.6223467581308750,2.2622414119240200,124,87,96.74,78.3786560690136,78.25325674136510,65.44959743936100,8.314043542851530
-0.7135437138879240,1.8159536573170200,2.2429202350398100,124,87,96.73,78.3786560690136,78.25325674136510,65.44959743936100,8.314043542851530
-0.8891625327009520,-1.51440038981942,2.2208575911800300,124,87,96.73,77.20222054518260,78.25325674136510,66.59856525265340,8.314043542851530
-1.023489332877980,-0.18638308581705300,2.208655408963540,124,87,96.73,77.20222054518260,78.25325674136510,66.59856525265340,8.314043542851530
-1.2292529427813600,0.03613393713033230,2.180389433203030,124,87,96.73,77.20222054518260,78.25325674136510,66.59856525265340,8.314043542851530
-1.5273960794560600,0.33170037655686600,2.1328274457799100,124,87,96.73,77.20222054518260,78.25325674136510,66.59856525265340,8.314043542851530
-1.7713373486616600,0.7900412647718660,2.0964872949516400,124,87,96.73,77.20222054518260,78.25325674136510,66.59856525265340,8.314043542851530
-1.8384847758895700,1.4352414474874400,2.0554925873420700,124,87,96.73,77.20222054518260,78.25325674136510,66.59856525265340,8.314043542851530
-0.84846573387707,1.7928707801056000,2.00885957852205,124,87,96.72,77.20222054518260,78.25325674136510,66.59856525265340,8.314043542851530
0.4841110281039440,1.15579019636321,1.958995172907500,124,87,96.71,77.20222054518260,78.25325674136510,66.59856525265340,8.314043542851530
1.2490212157315200,0.06747657360695000,1.9034497344575300,124,87,96.71,77.20222054518260,78.25325674136510,66.59856525265340,8.314043542851530
1.4567579969292400,-0.3353371344960800,1.8373955459312500,124,87,96.72,77.20222054518260,77.1638393201904,66.59856525265340,8.314043542851530
1.4405751322277700,-0.2832570062623360,1.771521850810670,124,87,96.72,77.20222054518260,77.1638393201904,66.59856525265340,8.314043542851530
1.4254750591727000,-0.3040972375719630,1.7028305968203600,124,87,96.72,77.20222054518260,77.1638393201904,66.59856525265340,8.314043542851530
1.1736974036594600,-0.20798721278344900,1.6295751285677300,124,87,96.72,77.20222054518260,77.1638393201904,66.59856525265340,8.314043542851530
0.8401716157903520,-0.24605390601561200,1.5550614571870300,124,87,96.74,77.20222054518260,77.1638393201904,66.59856525265340,8.314043542851530
0.7425316076044410,-0.2705331673143940,1.4889411875544100,124,87,96.78,77.20222054518260,77.1638393201904,66.59856525265340,8.314043542851530
0.7751273510491700,-0.3454025676691700,1.4176740111277300,124,87,96.80,77.20222054518260,77.1638393201904,66.59856525265340,8.314043542851530
0.7552731784313640,-0.3883513969083400,1.3479739376169500,124,87,96.80,77.20222054518260,77.1638393201904,66.59856525265340,8.314043542851530
0.560228673998516,-0.4030556235398720,1.2746636091992300,124,87,96.79,77.20222054518260,77.1638393201904,66.59856525265340,8.314043542851530
0.25673395786146200,-0.2420572095166880,1.1990125694812000,124,87,96.78,77.20222054518260,77.1638393201904,66.59856525265340,8.314043542851530
-0.03337432730514990,-0.05800725071072860,1.1187450387367800,124,87,96.77,77.20222054518260,77.1638393201904,66.59856525265340,8.314043542851530
-0.29289380508837900,-0.48964998563999300,1.0410192650387100,124,87,96.78,77.20222054518260,77.1638393201904,66.59856525265340,8.314043542851530
-0.5241295673223920,-0.5601621233397260,0.96484824456602,124,87,96.77,77.20222054518260,77.1638393201904,66.59856525265340,8.314043542851530
-0.7315640935300650,2.265586205632120,0.8897652192775720,124,87,96.77,77.20222054518260,77.1638393201904,66.59856525265340,8.314043542851530
-0.9480130472088920,-3.762853064092910,0.8219496881284510,124,87,96.77,76.27631735462500,77.1638393201904,67.1481201292942,8.314043542851530
-1.1350742717279100,-0.14859290437459200,0.7520551249770200,124,87,96.77,76.27631735462500,77.1638393201904,67.1481201292942,8.314043542851530
-1.3413356537538600,0.13507228762263300,0.6819473337871830,124,87,96.76,76.27631735462500,77.1638393201904,67.1481201292942,8.314043542851530
-1.5832964761962500,0.31296929540205500,0.6254112192644860,124,87,96.76,76.27631735462500,77.1638393201904,67.1481201292942,8.314043542851530
-1.828412507092720,0.6269564958996630,0.5669022204481700,124,87,96.76,76.27631735462500,77.1638393201904,67.1481201292942,8.314043542851530
-1.9830815353809300,1.1113989689080700,0.5089557590016000,124,87,96.76,76.27631735462500,77.1638393201904,67.1481201292942,8.314043542851530
-1.1447296141557700,1.6425007504894300,0.4515750851754900,124,87,96.75,76.27631735462500,77.1638393201904,67.1481201292942,8.314043542851530
0.2915436976360750,1.3880127813668100,0.3961610552538760,124,87,96.73,76.27631735462500,77.1638393201904,67.1481201292942,8.314043542851530
1.2206778148388200,0.34805939485926200,0.3429417001382550,124,87,96.72,76.27631735462500,77.1638393201904,67.1481201292942,8.314043542851530
1.5507858839319900,-0.14526186386671000,0.288539421238318,124,87,96.71,76.27631735462500,76.45371107482680,67.1481201292942,8.314043542851530
1.6112965752367500,-0.29131765816037500,0.24084006056378500,124,87,96.71,76.27631735462500,76.45371107482680,67.1481201292942,8.314043542851530
1.674731483415590,-0.299886892968882,0.19358836276834400,124,87,96.72,76.27631735462500,76.45371107482680,67.1481201292942,8.314043542851530
1.531189799058630,-0.23983240254838900,0.14813443303126700,124,87,96.72,76.27631735462500,76.45371107482680,67.1481201292942,8.314043542851530
1.1451833436176600,-0.13074996175697600,0.10736688169458300,124,87,96.71,76.27631735462500,76.45371107482680,67.1481201292942,8.314043542851530
0.8869446801475630,-0.17035531145014400,0.06828680505499310,124,87,96.72,76.27631735462500,76.45371107482680,67.1481201292942,8.314043542851530
0.8489682045684930,-0.24113067551415900,0.03532064418038990,124,87,96.75,76.27631735462500,76.45371107482680,67.1481201292942,8.314043542851530
0.8335984331783560,-0.3055609924503350,-0.0025379735057815900,124,87,96.78,76.27631735462500,76.45371107482680,67.1481201292942,8.314043542851530
0.6922733837808120,-0.3872619757959970,-0.03703647618518370,124,87,96.78,76.27631735462500,76.45371107482680,67.1481201292942,8.314043542851530
0.38439253843301400,-0.37345137917745200,-0.07048335832605710,124,87,96.78,76.27631735462500,76.45371107482680,67.1481201292942,8.314043542851530
0.07761982962181750,-0.27508472705737000,-0.10403655575997100,124,87,96.77,76.27631735462500,76.45371107482680,67.1481201292942,8.314043542851530
